0,8793
10,8785
20,8781
30,8785
40,8782
50,8783
60,8777
70,8782
80,8785
90,8775
100,8785
110,8780
120,8773
130,8779
140,8780
150,8780
160,8781
170,8780
180,8783
190,8774
200,8780
210,8769
220,8767
230,6204
240,6305
250,6157
260,6064
270,6015
280,6061
290,6182
300,6107
310,6134
320,6123
330,5996
340,6109
350,6111
360,6173
370,6224
380,6269
390,6980
400,8656
410,8648
420,8644
430,8637
440,8636
450,8637
460,8637
470,8638
480,20
490,0
500,0
510,0
520,0
530,0
540,0
550,0
560,0
570,0
580,0
590,0
