0,8712
10,8713
20,8710
30,8720
40,8714
50,8714
60,8711
70,8713
80,8715
90,8713
100,8710
110,8717
120,8713
130,8710
140,8708
150,8714
160,8716
170,8710
180,8711
190,8705
200,8706
210,8701
220,8696
230,8203
240,8169
250,8259
260,8230
270,8176
280,8182
290,8459
300,8483
310,8444
320,8472
330,8558
340,8594
350,8593
360,8559
370,8599
380,8592
390,8607
400,8669
410,8680
420,8676
430,8675
440,8664
450,8671
460,8674
470,8670
480,25
490,0
500,0
510,0
520,0
530,0
540,0
550,0
560,0
570,0
580,0
590,0
