0,8812
10,8803
20,8796
30,8798
40,8798
50,8801
60,8799
70,8800
80,8800
90,8800
100,8798
110,8804
120,8799
130,8800
140,8800
150,8803
160,8803
170,8792
180,8800
190,8794
200,8797
210,8790
220,8772
230,597
240,511
250,537
260,563
270,562
280,535
290,585
300,559
310,535
320,594
330,559
340,592
350,611
360,629
370,600
380,3032
390,5964
400,8775
410,8769
420,8769
430,8766
440,8764
450,8766
460,8765
470,8762
480,41
490,0
500,0
510,0
520,0
530,0
540,0
550,0
560,0
570,0
580,0
590,0
